favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Baltimore Ravens,16.0,16.5,16.5,1,0,0.7857142857142857,2,2,1.0,,,,16.5,16.5,
San Francisco 49ers,15.0,10.5,10.5,1,0,0.7857142857142857,6,5,0.8333333333333334,0.7393317793317793,0.7428004403004405,0.25719955969955954,10.5,10.5,0.5
Kansas City Chiefs,14.0,9.5,9.5,1,1,0.6428571428571429,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
New England Patriots,13.0,9.5,-9.5,0,0,0.7142857142857143,6,0,0.0,,,,9.5,-9.5,
New Orleans Saints,12.0,8.5,8.5,1,0,0.7142857142857143,4,2,0.5,0.7315893044153914,0.7202359154533068,0.2797640845466932,8.5,8.5,0.5
Oakland Raiders,11.0,6.5,6.5,1,0,0.42857142857142855,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Seattle Seahawks,10.0,6.0,-6.0,0,0,0.7142857142857143,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Green Bay Packers,9.0,4.5,4.5,1,1,0.7142857142857143,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Philadelphia Eagles,8.0,4.5,-4.5,0,1,0.42857142857142855,6,0,0.0,0.3146645021645021,0.2902489177489178,0.7097510822510822,4.5,-4.5,0.5
New York Giants,7.0,3.5,3.5,1,0,0.14285714285714285,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Tampa Bay Buccaneers,6.0,3.5,-3.5,0,0,0.42857142857142855,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Tennessee Titans,5.0,3.0,3.0,1,1,0.5714285714285714,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Minnesota Vikings,4.0,2.5,-2.5,0,0,0.6428571428571429,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Cleveland Browns,3.0,2.5,-2.5,0,0,0.42857142857142855,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Pittsburgh Steelers,2.0,2.0,2.0,1,0,0.5714285714285714,9,4,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
Los Angeles Rams,1.0,1.0,-1.0,0,0,0.5714285714285714,25,10,0.4,0.4326281613123719,0.4147090579985319,0.585290942001468,1.0,-1.0,0.5
