favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
New England Patriots,16.0,16.5,16.5,1,0,1.0,2,2,1.0,,,,16.5,16.5,
Baltimore Ravens,15.0,11.5,11.5,1,1,0.6,3,1,0.3333333333333333,0.7756565656565655,0.7688092463092464,0.2311907536907536,11.5,11.5,0.5
Dallas Cowboys,14.0,8.5,-8.5,0,0,0.6,3,0,0.0,0.2515079365079365,,,8.5,-8.5,
Los Angeles Chargers,13.0,6.5,6.5,1,0,0.4,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Kansas City Chiefs,12.0,5.5,5.5,1,0,0.8,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
Green Bay Packers,11.0,5.0,5.0,1,1,0.8,15,11,0.7333333333333333,0.6536980845241716,0.639955883424991,0.360044116575009,5.0,5.0,0.5
Los Angeles Rams,10.0,3.5,3.5,1,1,0.6,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Washington Redskins,9.0,3.5,-3.5,0,0,0.0,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Minnesota Vikings,8.0,3.0,3.0,1,0,0.6,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Denver Broncos,7.0,2.5,2.5,1,0,0.2,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Atlanta Falcons,6.0,2.5,-2.5,0,0,0.2,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Carolina Panthers,5.0,2.0,-2.0,0,1,0.6,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Seattle Seahawks,4.0,1.5,-1.5,0,0,0.8,10,6,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
Jacksonville Jaguars,3.0,1.0,1.0,1,0,0.4,19,9,0.4736842105263158,0.4606040742882849,0.4589251606093714,0.5410748393906286,1.0,1.0,0.5
