favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
New England Patriots,16.0,23.0,23.0,1,1,1.0,,,,,,,,,
Dallas Cowboys,15.0,21.5,21.5,1,0,1.0,,,,,,,,,
Minnesota Vikings,14.0,8.5,8.5,1,0,0.5,4.0,2.0,0.5,0.7315893044153914,0.7202359154533068,0.2797640845466932,8.5,8.5,0.5
Green Bay Packers,13.0,7.5,7.5,1,0,1.0,20.0,17.0,0.85,0.6910337488598358,0.7031734794995667,0.2968265205004333,7.5,7.5,0.5
San Francisco 49ers,12.0,6.5,6.5,1,0,1.0,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Kansas City Chiefs,11.0,6.5,6.5,1,0,1.0,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Tampa Bay Buccaneers,10.0,6.5,6.5,1,0,0.5,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Philadelphia Eagles,9.0,6.5,6.5,1,0,0.5,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Buffalo Bills,8.0,6.0,6.0,1,0,1.0,23.0,16.0,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Seattle Seahawks,7.0,4.0,4.0,1,0,1.0,25.0,13.0,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Chicago Bears,6.0,4.0,-4.0,0,0,0.5,8.0,4.0,0.5,0.3253787878787879,0.3179575517075517,0.6820424482924483,4.0,-4.0,0.5
Los Angeles Chargers,5.0,3.0,3.0,1,0,0.5,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Rams,4.0,3.0,-3.0,0,0,1.0,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Carolina Panthers,3.0,2.0,-2.0,0,0,0.0,14.0,5.0,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Indianapolis Colts,2.0,1.5,1.5,1,0,0.5,15.0,8.0,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Tennessee Titans,1.0,1.5,-1.5,0,1,0.5,10.0,6.0,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
