favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Los Angeles Chargers,16.0,16.0,-16.0,0,0,0.3333333333333333,,,,,,,,,
Los Angeles Rams,15.0,10.0,10.0,1,0,1.0,9.0,8.0,0.8888888888888888,0.7243317793317793,0.7354558967602447,0.2645441032397553,10.0,10.0,0.5
Baltimore Ravens,14.0,7.0,7.0,1,1,0.6666666666666666,39.0,29.0,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Indianapolis Colts,13.0,7.0,7.0,1,0,0.6666666666666666,39.0,29.0,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
New England Patriots,12.0,7.0,-7.0,0,1,1.0,12.0,3.0,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
Kansas City Chiefs,11.0,6.5,-6.5,0,0,1.0,7.0,1.0,0.14285714285714285,0.15734126984126987,0.18761904761904769,0.8123809523809523,6.5,-6.5,0.5
Seattle Seahawks,10.0,5.0,-5.0,0,1,0.6666666666666666,6.0,2.0,0.3333333333333333,0.28234126984126984,0.2546236171236172,0.7453763828763829,5.0,-5.0,0.5
Green Bay Packers,9.0,4.5,4.5,1,0,1.0,24.0,18.0,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Houston Texans,8.0,4.5,4.5,1,0,0.6666666666666666,24.0,18.0,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Pittsburgh Steelers,7.0,4.0,4.0,1,1,0.0,25.0,13.0,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Atlanta Falcons,6.0,4.0,4.0,1,0,0.3333333333333333,25.0,13.0,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
New York Giants,5.0,3.0,3.0,1,1,0.3333333333333333,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Denver Broncos,4.0,3.0,3.0,1,0,0.0,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Dallas Cowboys,3.0,2.5,-2.5,0,0,1.0,33.0,18.0,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Chicago Bears,2.0,2.0,2.0,1,1,0.6666666666666666,9.0,4.0,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
