favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
San Francisco 49ers,16.0,10.0,-10.0,0,1,0.875,2,1,0.5,,,,10.0,-10.0,
Buffalo Bills,15.0,9.5,9.5,1,0,0.625,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Dallas Cowboys,14.0,7.0,-7.0,0,1,0.5,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
Seattle Seahawks,13.0,6.0,6.0,1,0,0.75,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Philadelphia Eagles,12.0,5.0,5.0,1,0,0.5,15,11,0.7333333333333333,0.6536980845241716,0.639955883424991,0.360044116575009,5.0,5.0,0.5
Carolina Panthers,11.0,4.0,4.0,1,0,0.5,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
New England Patriots,10.0,3.5,-3.5,0,0,1.0,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Green Bay Packers,9.0,3.5,-3.5,0,0,0.875,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
New York Jets,8.0,3.0,-3.0,0,1,0.125,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Cleveland Browns,7.0,3.0,-3.0,0,0,0.25,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Oakland Raiders,6.0,2.0,2.0,1,0,0.375,9,4,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
Houston Texans,5.0,2.0,-2.0,0,1,0.625,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Minnesota Vikings,4.0,2.0,-2.0,0,0,0.75,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Indianapolis Colts,3.0,1.0,-1.0,0,0,0.625,25,10,0.4,0.4326281613123719,0.4147090579985319,0.585290942001468,1.0,-1.0,0.5
