favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
New England Patriots,16.0,15.5,-15.5,0,0,1.0,,,,,,,,,
Philadelphia Eagles,15.0,13.5,13.5,1,0,0.5,9.0,8.0,0.8888888888888888,0.8688888888888886,,,13.5,13.5,
Kansas City Chiefs,14.0,10.5,10.5,1,0,1.0,6.0,5.0,0.8333333333333334,0.7393317793317793,0.7428004403004405,0.25719955969955954,10.5,10.5,0.5
Los Angeles Chargers,13.0,6.5,6.5,1,1,0.5,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Minnesota Vikings,12.0,5.5,-5.5,0,0,0.5,12.0,3.0,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
Houston Texans,11.0,5.0,5.0,1,0,0.5,15.0,11.0,0.7333333333333333,0.6536980845241716,0.639955883424991,0.360044116575009,5.0,5.0,0.5
Chicago Bears,10.0,5.0,-5.0,0,0,0.75,6.0,2.0,0.3333333333333333,0.28234126984126984,0.2546236171236172,0.7453763828763829,5.0,-5.0,0.5
New Orleans Saints,9.0,3.5,3.5,1,1,0.75,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
San Francisco 49ers,8.0,3.5,3.5,1,0,0.75,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Dallas Cowboys,7.0,3.5,3.5,1,0,0.75,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Carolina Panthers,6.0,3.5,3.5,1,0,0.5,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Cincinnati Bengals,5.0,3.5,3.5,1,0,0.0,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Baltimore Ravens,4.0,3.5,-3.5,0,1,0.5,24.0,8.0,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Tennessee Titans,3.0,3.0,3.0,1,0,0.5,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Seattle Seahawks,2.0,1.5,1.5,1,1,0.75,15.0,8.0,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
