favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
New England Patriots,16.0,19.0,-19.0,0,1,1.0,,,,,,,,,
Baltimore Ravens,15.0,13.5,13.5,1,0,1.0,9.0,8.0,0.8888888888888888,0.8688888888888886,,,13.5,13.5,
Houston Texans,14.0,9.0,9.0,1,1,0.0,15.0,12.0,0.8,0.7620240870240871,0.7223764962895398,0.2776235037104602,9.0,9.0,0.5
Kansas City Chiefs,13.0,7.5,-7.5,0,1,1.0,9.0,2.0,0.2222222222222222,0.1740079365079365,0.19440476190476194,0.8055952380952379,7.5,-7.5,0.5
Carolina Panthers,12.0,6.5,6.5,1,1,0.0,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Dallas Cowboys,11.0,5.0,-5.0,0,1,1.0,6.0,2.0,0.3333333333333333,0.28234126984126984,0.2546236171236172,0.7453763828763829,5.0,-5.0,0.5
Pittsburgh Steelers,10.0,3.5,3.5,1,0,0.0,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Tennessee Titans,9.0,3.0,3.0,1,1,1.0,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Green Bay Packers,8.0,3.0,3.0,1,1,1.0,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Rams,7.0,2.5,2.5,1,0,1.0,42.0,21.0,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Los Angeles Chargers,6.0,2.5,-2.5,0,0,1.0,33.0,18.0,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Cleveland Browns,5.0,2.5,-2.5,0,0,0.0,33.0,18.0,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Chicago Bears,4.0,2.5,-2.5,0,0,0.0,33.0,18.0,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Cincinnati Bengals,3.0,1.5,1.5,1,0,0.0,15.0,8.0,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Philadelphia Eagles,1.0,1.5,-1.5,0,0,1.0,10.0,6.0,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
Buffalo Bills,2.0,1.5,-1.5,0,0,1.0,10.0,6.0,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
