favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Philadelphia Eagles,16.0,9.5,9.5,1,1,0.0,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Seattle Seahawks,15.0,9.5,9.5,1,0,0.0,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Dallas Cowboys,14.0,7.0,7.0,1,1,0.0,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
New Orleans Saints,13.0,7.0,7.0,1,0,0.0,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Los Angeles Chargers,12.0,6.5,6.5,1,0,0.0,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Baltimore Ravens,11.0,6.5,-6.5,0,0,0.0,7,1,0.14285714285714285,0.15734126984126987,0.18761904761904769,0.8123809523809523,6.5,-6.5,0.5
New England Patriots,10.0,6.0,6.0,1,0,0.0,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Cleveland Browns,9.0,5.5,5.5,1,0,0.0,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
Minnesota Vikings,8.0,4.0,4.0,1,0,0.0,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Kansas City Chiefs,7.0,4.0,-4.0,0,0,0.0,8,4,0.5,0.3253787878787879,0.3179575517075517,0.6820424482924483,4.0,-4.0,0.5
New York Jets,6.0,3.0,3.0,1,1,0.0,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Chicago Bears,5.0,3.0,3.0,1,1,0.0,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Rams,4.0,3.0,-3.0,0,0,0.0,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Detroit Lions,3.0,2.5,-2.5,0,0,0.0,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Tampa Bay Buccaneers,2.0,1.0,1.0,1,0,0.0,19,9,0.4736842105263158,0.4606040742882849,0.4589251606093714,0.5410748393906286,1.0,1.0,0.5
Oakland Raiders,1.0,0.1,0.1,1,1,0.0,12,8,0.6666666666666666,0.4520726057568164,0.4507653944496052,0.5492346055503947,0.1,0.1,0.5
