favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Cleveland Browns,16.0,10.5,10.5,1,0,0.36363636363636365,6,5,0.8333333333333334,0.7393317793317793,0.7428004403004405,0.25719955969955954,10.5,10.5,0.5
New Orleans Saints,15.0,9.5,9.5,1,1,0.7272727272727273,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
New England Patriots,14.0,6.5,6.5,1,0,0.8181818181818182,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Pittsburgh Steelers,13.0,6.5,-6.5,0,1,0.45454545454545453,7,1,0.14285714285714285,0.15734126984126987,0.18761904761904769,0.8123809523809523,6.5,-6.5,0.5
Chicago Bears,12.0,6.0,6.0,1,0,0.36363636363636365,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Atlanta Falcons,11.0,4.5,4.5,1,1,0.2727272727272727,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Houston Texans,10.0,4.0,4.0,1,1,0.5454545454545454,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Buffalo Bills,9.0,4.0,4.0,1,0,0.6363636363636364,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Detroit Lions,8.0,3.5,-3.5,0,0,0.2727272727272727,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Tennessee Titans,7.0,3.0,3.0,1,1,0.45454545454545453,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
San Francisco 49ers,6.0,3.0,3.0,1,0,0.8181818181818182,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Baltimore Ravens,5.0,3.0,-3.0,0,0,0.7272727272727273,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Oakland Raiders,4.0,3.0,-3.0,0,0,0.5454545454545454,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Philadelphia Eagles,3.0,1.5,1.5,1,0,0.45454545454545453,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
