favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Buffalo Bills,16.0,17.0,17.0,1,1,0.6666666666666666,,,,,,,,,
San Francisco 49ers,15.0,10.0,-10.0,0,0,0.8333333333333334,2.0,1.0,0.5,,,,10.0,-10.0,
New England Patriots,14.0,9.5,-9.5,0,1,1.0,6.0,0.0,0.0,,,,9.5,-9.5,
Green Bay Packers,13.0,6.0,6.0,1,0,0.8333333333333334,23.0,16.0,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Seattle Seahawks,12.0,3.5,3.5,1,0,0.8333333333333334,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Kansas City Chiefs,11.0,3.5,-3.5,0,1,0.6666666666666666,24.0,8.0,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Dallas Cowboys,10.0,3.0,3.0,1,1,0.5,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Chicago Bears,9.0,3.0,3.0,1,0,0.5,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
New York Giants,8.0,3.0,3.0,1,0,0.3333333333333333,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Rams,7.0,3.0,-3.0,0,0,0.5,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Jacksonville Jaguars,6.0,3.0,-3.0,0,0,0.3333333333333333,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Tennessee Titans,5.0,2.0,2.0,1,0,0.3333333333333333,9.0,4.0,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
Indianapolis Colts,4.0,1.0,1.0,1,1,0.5,19.0,9.0,0.4736842105263158,0.4606040742882849,0.4589251606093714,0.5410748393906286,1.0,1.0,0.5
Minnesota Vikings,3.0,1.0,-1.0,0,1,0.6666666666666666,25.0,10.0,0.4,0.4326281613123719,0.4147090579985319,0.585290942001468,1.0,-1.0,0.5
