favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Carolina Panthers,16.0,10.0,10.0,1,0,0.4166666666666667,9,8,0.8888888888888888,0.7243317793317793,0.7354558967602447,0.2645441032397553,10.0,10.0,0.5
Kansas City Chiefs,15.0,9.5,9.5,1,1,0.5833333333333334,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Philadelphia Eagles,14.0,9.0,-9.0,0,0,0.4166666666666667,4,0,0.0,0.23722222222222225,,,9.0,-9.0,
Dallas Cowboys,13.0,7.0,7.0,1,0,0.5,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
New Orleans Saints,12.0,7.0,-7.0,0,1,0.75,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
Green Bay Packers,11.0,6.5,-6.5,0,0,0.6666666666666666,7,1,0.14285714285714285,0.15734126984126987,0.18761904761904769,0.8123809523809523,6.5,-6.5,0.5
Baltimore Ravens,10.0,6.0,6.0,1,0,0.75,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
New York Jets,9.0,3.5,-3.5,0,0,0.3333333333333333,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Seattle Seahawks,8.0,3.0,3.0,1,0,0.75,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Rams,7.0,3.0,-3.0,0,1,0.5,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
New England Patriots,6.0,3.0,-3.0,0,0,0.8333333333333334,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Indianapolis Colts,5.0,2.5,2.5,1,1,0.5,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Chicago Bears,4.0,2.5,-2.5,0,1,0.4166666666666667,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Los Angeles Chargers,3.0,2.5,-2.5,0,1,0.3333333333333333,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Cleveland Browns,2.0,2.0,-2.0,0,1,0.4166666666666667,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Jacksonville Jaguars,1.0,1.0,1.0,1,0,0.3333333333333333,19,9,0.4736842105263158,0.4606040742882849,0.4589251606093714,0.5410748393906286,1.0,1.0,0.5
