favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Los Angeles Chargers,16.0,14.0,14.0,1,0,0.6923076923076923,6,6,1.0,0.8688888888888886,,,14.0,14.0,
Pittsburgh Steelers,15.0,11.0,-11.0,0,0,0.5384615384615384,1,1,1.0,,,,11.0,-11.0,
New Orleans Saints,14.0,8.0,-8.0,0,1,0.7692307692307693,2,0,0.0,0.1890079365079365,,,8.0,-8.0,
New England Patriots,13.0,7.5,-7.5,0,1,0.6923076923076923,9,2,0.2222222222222222,0.1740079365079365,0.19440476190476194,0.8055952380952379,7.5,-7.5,0.5
Kansas City Chiefs,12.0,6.5,6.5,1,0,0.7692307692307693,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Denver Broncos,11.0,6.0,-6.0,0,0,0.46153846153846156,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Green Bay Packers,10.0,5.5,5.5,1,0,0.3076923076923077,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
Houston Texans,9.0,4.5,4.5,1,1,0.6923076923076923,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Tennessee Titans,8.0,4.5,4.5,1,1,0.46153846153846156,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Dallas Cowboys,7.0,4.0,4.0,1,1,0.5384615384615384,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Buffalo Bills,6.0,3.5,3.5,1,1,0.3076923076923077,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Seattle Seahawks,5.0,3.5,3.5,1,0,0.5384615384615384,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Los Angeles Rams,4.0,3.0,-3.0,0,0,0.8461538461538461,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Detroit Lions,3.0,2.5,-2.5,0,0,0.3076923076923077,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Washington Redskins,2.0,1.5,1.5,1,1,0.46153846153846156,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Carolina Panthers,1.0,1.5,-1.5,0,0,0.46153846153846156,10,6,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
