favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
New England Patriots,16.0,14.0,-14.0,0,1,0.7142857142857143,,,,,,,,,
Kansas City Chiefs,15.0,10.0,10.0,1,1,0.8571428571428571,9.0,8.0,0.8888888888888888,0.7243317793317793,0.7354558967602447,0.2645441032397553,10.0,10.0,0.5
Los Angeles Rams,14.0,9.5,9.5,1,0,1.0,11.0,6.0,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Pittsburgh Steelers,13.0,8.0,8.0,1,1,0.42857142857142855,13.0,9.0,0.6923076923076923,0.7065893044153915,0.7143688388905781,0.2856311611094219,8.0,8.0,0.5
Houston Texans,12.0,7.5,7.5,1,0,0.5714285714285714,20.0,17.0,0.85,0.6910337488598358,0.7031734794995667,0.2968265205004333,7.5,7.5,0.5
Chicago Bears,11.0,7.5,7.5,1,0,0.42857142857142855,20.0,17.0,0.85,0.6910337488598358,0.7031734794995667,0.2968265205004333,7.5,7.5,0.5
Cincinnati Bengals,10.0,4.5,4.5,1,0,0.5714285714285714,24.0,18.0,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Detroit Lions,9.0,3.0,3.0,1,0,0.42857142857142855,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Philadelphia Eagles,8.0,3.0,-3.0,0,0,0.42857142857142855,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Indianapolis Colts,7.0,3.0,-3.0,0,0,0.2857142857142857,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Baltimore Ravens,6.0,2.0,-2.0,0,0,0.5714285714285714,14.0,5.0,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Minnesota Vikings,5.0,1.0,1.0,1,0,0.5714285714285714,19.0,9.0,0.4736842105263158,0.4606040742882849,0.4589251606093714,0.5410748393906286,1.0,1.0,0.5
New York Giants,4.0,0.1,0.1,1,1,0.14285714285714285,12.0,8.0,0.6666666666666666,0.4520726057568164,0.4507653944496052,0.5492346055503947,0.1,0.1,0.5
Arizona Cardinals,3.0,0.1,0.1,1,1,0.14285714285714285,12.0,8.0,0.6666666666666666,0.4520726057568164,0.4507653944496052,0.5492346055503947,0.1,0.1,0.5
