favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Kansas City Chiefs,16.0,16.5,16.5,1,0,0.8888888888888888,2,2,1.0,,,,16.5,16.5,
Los Angeles Chargers,15.0,10.0,-10.0,0,1,0.7777777777777778,2,1,0.5,,,,10.0,-10.0,
Los Angeles Rams,14.0,9.5,9.5,1,1,0.8888888888888888,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Green Bay Packers,13.0,9.5,9.5,1,0,0.4444444444444444,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Philadelphia Eagles,12.0,7.0,7.0,1,1,0.4444444444444444,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Chicago Bears,11.0,6.5,6.5,1,1,0.6666666666666666,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
New York Jets,10.0,6.5,6.5,1,1,0.3333333333333333,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
New England Patriots,9.0,6.5,-6.5,0,0,0.7777777777777778,7,1,0.14285714285714285,0.15734126984126987,0.18761904761904769,0.8123809523809523,6.5,-6.5,0.5
New Orleans Saints,8.0,5.5,-5.5,0,0,0.8888888888888888,12,3,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
Atlanta Falcons,7.0,4.0,-4.0,0,0,0.4444444444444444,8,4,0.5,0.3253787878787879,0.3179575517075517,0.6820424482924483,4.0,-4.0,0.5
Pittsburgh Steelers,6.0,3.5,3.5,1,0,0.6666666666666666,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Indianapolis Colts,5.0,3.0,3.0,1,1,0.4444444444444444,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Tampa Bay Buccaneers,4.0,3.0,3.0,1,0,0.3333333333333333,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
San Francisco 49ers,3.0,3.0,3.0,1,0,0.2222222222222222,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
