favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Los Angeles Rams,16.0,11.0,11.0,1,0,0.7857142857142857,2,2,1.0,0.7367676767676767,0.7484058534058535,0.2515941465941465,11.0,11.0,0.5
Atlanta Falcons,15.0,8.5,8.5,1,0,0.2857142857142857,4,2,0.5,0.7315893044153914,0.7202359154533068,0.2797640845466932,8.5,8.5,0.5
Baltimore Ravens,14.0,8.0,8.0,1,0,0.5,13,9,0.6923076923076923,0.7065893044153915,0.7143688388905781,0.2856311611094219,8.0,8.0,0.5
Minnesota Vikings,13.0,7.0,7.0,1,0,0.42857142857142855,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Jacksonville Jaguars,12.0,7.0,7.0,1,0,0.2857142857142857,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Chicago Bears,11.0,6.0,6.0,1,1,0.6428571428571429,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
New Orleans Saints,10.0,6.0,-6.0,0,1,0.7857142857142857,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Houston Texans,9.0,6.0,-6.0,0,0,0.6428571428571429,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Seattle Seahawks,8.0,4.5,-4.5,0,1,0.5714285714285714,6,0,0.0,0.3146645021645021,0.2902489177489178,0.7097510822510822,4.5,-4.5,0.5
Kansas City Chiefs,7.0,3.5,3.5,1,1,0.7857142857142857,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Indianapolis Colts,6.0,3.0,3.0,1,0,0.5,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Denver Broncos,5.0,3.0,3.0,1,0,0.42857142857142855,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Cincinnati Bengals,4.0,3.0,3.0,1,0,0.35714285714285715,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
New York Giants,3.0,2.5,2.5,1,0,0.35714285714285715,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Buffalo Bills,2.0,2.5,2.5,1,0,0.2857142857142857,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
New England Patriots,1.0,2.0,-2.0,0,0,0.6428571428571429,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
