favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Los Angeles Rams,16.0,10.0,-10.0,0,1,1.0,2,1,0.5,,,,10.0,-10.0,
Indianapolis Colts,15.0,7.5,7.5,1,0,0.16666666666666666,20,17,0.85,0.6910337488598358,0.7031734794995667,0.2968265205004333,7.5,7.5,0.5
Los Angeles Chargers,14.0,6.5,6.5,1,0,0.6666666666666666,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Kansas City Chiefs,13.0,6.0,6.0,1,0,0.8333333333333334,23,16,0.6956521739130435,0.6948519306780178,0.6760013738274608,0.3239986261725392,6.0,6.0,0.5
Atlanta Falcons,12.0,5.5,5.5,1,0,0.3333333333333333,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
Jacksonville Jaguars,11.0,4.5,4.5,1,1,0.5,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Philadelphia Eagles,10.0,4.5,4.5,1,0,0.5,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
New England Patriots,9.0,3.5,-3.5,0,0,0.6666666666666666,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Tampa Bay Buccaneers,8.0,3.0,3.0,1,0,0.3333333333333333,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Minnesota Vikings,7.0,3.0,-3.0,0,0,0.5,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Detroit Lions,6.0,3.0,-3.0,0,0,0.3333333333333333,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Baltimore Ravens,5.0,2.5,2.5,1,0,0.6666666666666666,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Washington Redskins,4.0,1.5,1.5,1,1,0.5,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Denver Broncos,3.0,1.5,-1.5,0,0,0.3333333333333333,10,6,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
