favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Green Bay Packers,16.0,8.5,8.5,1,1,0.6363636363636364,4,2,0.5,0.7315893044153914,0.7202359154533068,0.2797640845466932,8.5,8.5,0.5
Los Angeles Rams,15.0,7.0,7.0,1,1,0.5454545454545454,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Miami Dolphins,14.0,7.0,-7.0,0,1,0.5454545454545454,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
Cleveland Browns,13.0,7.0,-7.0,0,0,0.6363636363636364,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
New Orleans Saints,12.0,6.0,-6.0,0,0,0.7272727272727273,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Seattle Seahawks,11.0,6.0,-6.0,0,0,0.6363636363636364,16,6,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Pittsburgh Steelers,10.0,5.5,5.5,1,1,0.9090909090909091,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
Buffalo Bills,9.0,5.5,5.5,1,0,0.6363636363636364,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
New York Giants,8.0,5.5,-5.5,0,0,0.2727272727272727,12,3,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
Minnesota Vikings,7.0,4.0,4.0,1,0,0.36363636363636365,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Kansas City Chiefs,6.0,3.5,-3.5,0,0,0.8181818181818182,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Indianapolis Colts,5.0,3.0,3.0,1,1,0.6363636363636364,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Dallas Cowboys,4.0,3.0,3.0,1,1,0.2727272727272727,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Las Vegas Raiders,3.0,3.0,-3.0,0,0,0.5454545454545454,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Houston Texans,2.0,3.0,-3.0,0,0,0.2727272727272727,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Arizona Cardinals,1.0,2.5,-2.5,0,0,0.5454545454545454,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
