favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Kansas City Chiefs,16.0,19.5,19.5,1,0,0.8571428571428571,,,,,,,,,
Tampa Bay Buccaneers,15.0,10.5,-10.5,0,0,0.7142857142857143,5.0,2.0,0.4,,,,10.5,-10.5,
Philadelphia Eagles,14.0,9.5,9.5,1,1,0.2857142857142857,11.0,6.0,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Green Bay Packers,13.0,6.5,6.5,1,1,0.7142857142857143,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Tennessee Titans,12.0,5.5,-5.5,0,0,0.7142857142857143,12.0,3.0,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
New Orleans Saints,11.0,4.5,-4.5,0,0,0.5714285714285714,6.0,0.0,0.0,0.3146645021645021,0.2902489177489178,0.7097510822510822,4.5,-4.5,0.5
Baltimore Ravens,10.0,4.0,4.0,1,1,0.7142857142857143,25.0,13.0,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Buffalo Bills,9.0,3.5,3.5,1,1,0.7142857142857143,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Los Angeles Rams,8.0,3.5,-3.5,0,0,0.5714285714285714,24.0,8.0,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Seattle Seahawks,7.0,3.0,3.0,1,1,0.7142857142857143,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Los Angeles Chargers,6.0,3.0,-3.0,0,1,0.42857142857142855,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Indianapolis Colts,5.0,3.0,-3.0,0,0,0.5714285714285714,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Cleveland Browns,4.0,2.5,2.5,1,0,0.7142857142857143,42.0,21.0,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Carolina Panthers,3.0,2.0,2.0,1,1,0.42857142857142855,9.0,4.0,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
