favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Pittsburgh Steelers,16.0,10.5,-10.5,0,0,0.9,5,2,0.4,,,,10.5,-10.5,
Los Angeles Chargers,15.0,9.5,9.5,1,0,0.3,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Kansas City Chiefs,14.0,8.0,-8.0,0,1,0.8,2,0,0.0,0.1890079365079365,,,8.0,-8.0,
Minnesota Vikings,13.0,7.0,7.0,1,0,0.4,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Baltimore Ravens,12.0,5.5,5.5,1,0,0.6,24,14,0.5833333333333334,0.6886980845241715,0.6574950283211153,0.3425049716788847,5.5,5.5,0.5
New Orleans Saints,11.0,4.5,4.5,1,1,0.7,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Tampa Bay Buccaneers,10.0,4.0,4.0,1,0,0.7,25,13,0.52,0.6004502212763083,0.5926709114260603,0.4073290885739397,4.0,4.0,0.5
Miami Dolphins,9.0,3.5,-3.5,0,0,0.6,24,8,0.3333333333333333,0.3710930735930736,0.33594396344396343,0.6640560365560366,3.5,-3.5,0.5
Seattle Seahawks,8.0,3.0,3.0,1,1,0.6,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Cleveland Browns,7.0,3.0,3.0,1,0,0.6,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
New England Patriots,6.0,2.0,-2.0,0,0,0.4,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Indianapolis Colts,5.0,1.5,1.5,1,0,0.6,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Washington Football Team,4.0,1.5,1.5,1,0,0.2,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Detroit Lions,3.0,1.5,-1.5,0,0,0.4,10,6,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
