gameWeek,predictTeam,predict_proba,probaGuess,favorite,lineGuess,Line
5,Pittsburgh Steelers,0.79747548529,16.0,Pittsburgh Steelers,16.0,8.5
5,Philadelphia Eagles,0.692482809966,15.0,Philadelphia Eagles,15.0,6.5
5,Indianapolis Colts,0.690628572176,14.0,Indianapolis Colts,5.0,1.5
5,New York Giants,0.677674216585,13.0,New York Giants,13.0,3.5
5,Kansas City Chiefs,0.616228724048,12.0,Kansas City Chiefs,3.0,-1.0
5,New England Patriots,0.615960326738,11.0,New England Patriots,14.0,-5.5
5,Minnesota Vikings,0.615362904638,10.0,Minnesota Vikings,11.0,-3.0
5,Oakland Raiders,0.599603969541,9.0,Oakland Raiders,8.0,2.5
5,Tennessee Titans,0.571665177023,8.0,Tennessee Titans,10.0,-3.0
5,Detroit Lions,0.565700960779,7.0,Detroit Lions,9.0,2.5
5,Seattle Seahawks,0.498062127694,6.0,Los Angeles Rams,6.0,1.5
5,Green Bay Packers,0.496122976809,5.0,Dallas Cowboys,7.0,2.0
5,Buffalo Bills,0.404108433798,4.0,Cincinnati Bengals,12.0,3.0
5,New York Jets,0.344555293474,3.0,Cleveland Browns,4.0,1.0
