favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Green Bay Packers,16.0,13.5,13.5,1,0,0.6666666666666666,9,8,0.8888888888888888,0.8688888888888886,,,13.5,13.5,
New Orleans Saints,15.0,9.5,9.5,1,0,0.6666666666666666,11,6,0.5454545454545454,0.7186907536907536,0.7304261680348638,0.2695738319651362,9.5,9.5,0.5
Pittsburgh Steelers,14.0,7.0,7.0,1,1,0.8888888888888888,39,29,0.7435897435897436,0.7114882943143813,0.6960249428510301,0.30397505714896994,7.0,7.0,0.5
Baltimore Ravens,13.0,7.0,-7.0,0,0,0.6666666666666666,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
Tampa Bay Buccaneers,12.0,5.5,-5.5,0,1,0.6666666666666666,12,3,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
Las Vegas Raiders,11.0,5.0,5.0,1,1,0.5555555555555556,15,11,0.7333333333333333,0.6536980845241716,0.639955883424991,0.360044116575009,5.0,5.0,0.5
Detroit Lions,10.0,4.5,4.5,1,0,0.3333333333333333,24,18,0.75,0.6237835546096416,0.6219116880238162,0.37808831197618376,4.5,4.5,0.5
Cleveland Browns,9.0,3.0,3.0,1,0,0.5555555555555556,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Philadelphia Eagles,8.0,3.0,-3.0,0,1,0.3333333333333333,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Miami Dolphins,7.0,2.5,2.5,1,0,0.5555555555555556,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Minnesota Vikings,6.0,2.5,-2.5,0,1,0.3333333333333333,33,18,0.5454545454545454,0.3485930735930737,0.3716465405939091,0.6283534594060909,2.5,-2.5,0.5
Arizona Cardinals,5.0,2.0,2.0,1,0,0.5555555555555556,9,4,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
Los Angeles Rams,4.0,1.5,1.5,1,1,0.4444444444444444,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Tennessee Titans,3.0,0.1,0.1,1,1,0.6666666666666666,12,8,0.6666666666666666,0.4520726057568164,0.4507653944496052,0.5492346055503947,0.1,0.1,0.5
