favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Baltimore Ravens,16.0,11.0,11.0,1,0,0.6,2,2,1.0,0.7367676767676767,0.7484058534058535,0.2515941465941465,11.0,11.0,0.5
Kansas City Chiefs,15.0,10.5,10.5,1,0,0.8666666666666667,6,5,0.8333333333333334,0.7393317793317793,0.7428004403004405,0.25719955969955954,10.5,10.5,0.5
Cleveland Browns,14.0,9.5,-9.5,0,0,0.6666666666666666,6,0,0.0,,,,9.5,-9.5,
Tampa Bay Buccaneers,13.0,9.5,-9.5,0,0,0.6,6,0,0.0,,,,9.5,-9.5,
Houston Texans,12.0,8.0,8.0,1,0,0.26666666666666666,13,9,0.6923076923076923,0.7065893044153915,0.7143688388905781,0.2856311611094219,8.0,8.0,0.5
Chicago Bears,11.0,7.5,-7.5,0,0,0.4666666666666667,9,2,0.2222222222222222,0.1740079365079365,0.19440476190476194,0.8055952380952379,7.5,-7.5,0.5
Buffalo Bills,10.0,7.0,-7.0,0,1,0.7333333333333333,12,3,0.25,0.15734126984126987,0.1894246031746032,0.8105753968253968,7.0,-7.0,0.5
New Orleans Saints,9.0,6.5,6.5,1,0,0.6666666666666666,30,23,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Arizona Cardinals,8.0,5.0,5.0,1,1,0.5333333333333333,15,11,0.7333333333333333,0.6536980845241716,0.639955883424991,0.360044116575009,5.0,5.0,0.5
Green Bay Packers,7.0,3.5,3.5,1,0,0.7333333333333333,44,27,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Los Angeles Chargers,6.0,3.0,3.0,1,1,0.4,65,41,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Miami Dolphins,5.0,3.0,-3.0,0,0,0.6,60,25,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Washington Football Team,4.0,2.5,2.5,1,0,0.4,42,21,0.5,0.5132534249376356,0.5172007553849661,0.4827992446150339,2.5,2.5,0.5
Philadelphia Eagles,3.0,2.0,-2.0,0,1,0.26666666666666666,14,5,0.35714285714285715,0.38192640692640706,0.3895214361661731,0.6104785638338268,2.0,-2.0,0.5
Seattle Seahawks,2.0,1.5,1.5,1,1,0.6666666666666666,15,8,0.5333333333333333,0.4862534249376355,0.4723627045469154,0.5276372954530846,1.5,1.5,0.5
Indianapolis Colts,1.0,1.5,-1.5,0,0,0.6666666666666666,10,6,0.6,0.42929482797903856,0.4016291359712414,0.5983708640287586,1.5,-1.5,0.5
