favorite,lineGuess,absLine,Line,favoredHomeGame,divisionGame,favoredRecord,len,sum,pct,pct_smooth,pct_smooth2,pct_smooth2_inv,abs_line,line,pct_smooth_avg
Los Angeles Rams,16.0,17.5,17.5,1,0,0.5714285714285714,,,,,,,,,
Baltimore Ravens,15.0,13.0,13.0,1,0,0.5714285714285714,3.0,2.0,0.6666666666666666,0.8522222222222221,0.8337373737373738,0.16626262626262622,13.0,13.0,0.5
Pittsburgh Steelers,14.0,12.5,-12.5,0,1,0.7857142857142857,,,,,,,,,
Tennessee Titans,13.0,10.5,10.5,1,0,0.6428571428571429,6.0,5.0,0.8333333333333334,0.7393317793317793,0.7428004403004405,0.25719955969955954,10.5,10.5,0.5
Green Bay Packers,12.0,8.5,8.5,1,0,0.7142857142857143,4.0,2.0,0.5,0.7315893044153914,0.7202359154533068,0.2797640845466932,8.5,8.5,0.5
Indianapolis Colts,11.0,7.5,7.5,1,1,0.6428571428571429,20.0,17.0,0.85,0.6910337488598358,0.7031734794995667,0.2968265205004333,7.5,7.5,0.5
Arizona Cardinals,10.0,6.5,6.5,1,0,0.5,30.0,23.0,0.7666666666666667,0.6834882943143814,0.6872097395358265,0.31279026046417346,6.5,6.5,0.5
Tampa Bay Buccaneers,9.0,6.0,-6.0,0,1,0.5714285714285714,16.0,6.0,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Buffalo Bills,8.0,6.0,-6.0,0,0,0.7142857142857143,16.0,6.0,0.375,0.20734126984126985,0.20317460317460326,0.7968253968253968,6.0,-6.0,0.5
Seattle Seahawks,7.0,5.5,-5.5,0,0,0.6428571428571429,12.0,3.0,0.25,0.2406746031746032,0.2266173641173642,0.7733826358826358,5.5,-5.5,0.5
Cleveland Browns,6.0,4.5,-4.5,0,0,0.6428571428571429,6.0,0.0,0.0,0.3146645021645021,0.2902489177489178,0.7097510822510822,4.5,-4.5,0.5
Las Vegas Raiders,5.0,3.5,3.5,1,1,0.5,44.0,27.0,0.6136363636363636,0.5782534249376355,0.5634301348283044,0.4365698651716956,3.5,3.5,0.5
Minnesota Vikings,4.0,3.0,3.0,1,1,0.42857142857142855,65.0,41.0,0.6307692307692307,0.5865867582709691,0.5405084465496367,0.4594915534503633,3.0,3.0,0.5
Kansas City Chiefs,3.0,3.0,-3.0,0,0,0.8571428571428571,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
San Francisco 49ers,2.0,3.0,-3.0,0,0,0.35714285714285715,60.0,25.0,0.4166666666666667,0.3735930735930736,0.35254148629148635,0.6474585137085136,3.0,-3.0,0.5
Miami Dolphins,1.0,2.0,2.0,1,1,0.5714285714285714,9.0,4.0,0.4444444444444444,0.4782534249376356,0.4961706188548296,0.5038293811451704,2.0,2.0,0.5
