gameWeek,predictTeam,predict_proba,probaGuess,favorite,lineGuess,Line
5,Indianapolis Colts,0.733396353371,16.0,Indianapolis Colts,5.0,1.5
5,Pittsburgh Steelers,0.723292303314,15.0,Pittsburgh Steelers,16.0,8.5
5,Philadelphia Eagles,0.708169153421,14.0,Philadelphia Eagles,15.0,6.5
5,Kansas City Chiefs,0.70486161421,13.0,Kansas City Chiefs,3.0,-1.0
5,New England Patriots,0.699799147309,12.0,New England Patriots,14.0,-5.5
5,Los Angeles Rams,0.695024235939,11.0,Los Angeles Rams,6.0,1.5
5,Tennessee Titans,0.684703093131,10.0,Tennessee Titans,10.0,-3.0
5,Minnesota Vikings,0.678494709693,9.0,Minnesota Vikings,11.0,-3.0
5,New York Giants,0.668795898934,8.0,New York Giants,13.0,3.5
5,Oakland Raiders,0.664354549503,7.0,Oakland Raiders,8.0,2.5
5,Detroit Lions,0.654036565457,6.0,Detroit Lions,9.0,2.5
5,Dallas Cowboys,0.56978860313,5.0,Dallas Cowboys,7.0,2.0
5,Cincinnati Bengals,0.555157755265,4.0,Cincinnati Bengals,12.0,3.0
5,Cleveland Browns,0.520471748481,3.0,Cleveland Browns,4.0,1.0
