gameWeek,predictTeam,predict_proba,probaGuess,favorite,lineGuess,Line
4,Seattle Seahawks,0.785766239451,16.0,Seattle Seahawks,16.0,13.0
4,Green Bay Packers,0.784576006952,15.0,Green Bay Packers,13.0,7.5
4,Atlanta Falcons,0.773559084474,14.0,Atlanta Falcons,14.0,8.0
4,Arizona Cardinals,0.771377969783,13.0,Arizona Cardinals,12.0,7.0
4,New England Patriots,0.763795276426,12.0,New England Patriots,15.0,9.0
4,Kansas City Chiefs,0.757466678385,11.0,Kansas City Chiefs,11.0,7.0
4,Dallas Cowboys,0.730655148993,10.0,Dallas Cowboys,10.0,6.5
4,Tampa Bay Buccaneers,0.649132378623,9.0,Tampa Bay Buccaneers,8.0,3.0
4,Jacksonville Jaguars,0.566052929461,8.0,Jacksonville Jaguars,5.0,-3.0
4,Cincinnati Bengals,0.557336181151,7.0,Cincinnati Bengals,6.0,-3.0
4,Tennessee Titans,0.530153732264,6.0,Tennessee Titans,1.0,-1.5
4,Baltimore Ravens,0.496757390963,5.0,Pittsburgh Steelers,7.0,-3.0
4,Oakland Raiders,0.488389365631,4.0,Denver Broncos,9.0,3.0
4,Detroit Lions,0.479786299423,3.0,Minnesota Vikings,3.0,1.5
4,Miami Dolphins,0.466762790627,2.0,New Orleans Saints,4.0,-3.0
4,Philadelphia Eagles,0.327403275872,1.0,Los Angeles Chargers,2.0,1.5
